Locationid,Location,LocPropertyType,LocProvince,LocPostal,LocDistrict,LocRegion,RegionName,Market,PopulationRank,FundraisingYear,cy_funds,cy_1_funds,cy_2_funds,change,target,cy_checkins,cy_1_checkins,cy_2_checkins,cy_contacts,cy_1_contacts,cy_2_contacts,cy_images,cy_1_images,cy_2_images,cy_notes,cy_1_notes,cy_2_notes
129465,3258,Buy More Supercenter,OR,97402,478,60,West,Eugene,1,2016,5537.4134,9318.41,11135.88,-0.405755553,0,0,0,0,0,0,0,0,0,0,0,0,0
128083,1753,Buy More Supercenter,NH,3038,184,16,Northeast,Boston,3,2017,12729.34,10788.5666,11135.41,0.179891683,0,0,0,0,0,0,0,0,0,0,0,0,0
588383,2181,Buy More Supercenter,CA,92203,463,57,West,Los Angeles,3,2017,7004.03,8576.7798,11135.28,-0.183372995,0,1,0,0,1,0,0,0,0,0,1,0,0
129470,3262,Buy More Supercenter,OH,43725,216,20,Northeast,Charleston-Huntington,2,2018,11511.3599,12168.4699,11134.81,-0.054001038,0,1,2,3,0,1,1,0,2,0,1,2,3
127696,1405,Buy More Supercenter,TX,77414,61,6,Central,Houston,3,2015,18872,16871.66,11134.7998,0.118562133,0,0,0,0,0,0,0,0,0,0,0,0,0
130584,5083,Buy More,OH,44124,209,20,Northeast,Cleveland,2,2015,4884.87,6896.56,11133.5799,-0.2916947,0,0,0,0,0,0,0,0,0,0,0,0,0
129807,3660,Buy More Supercenter,TN,37419,120,2,Southeast,Chattanooga,1,2018,5344.03,10856.33,11132.7467,-0.507749857,0,2,6,0,1,0,0,0,2,0,2,3,0
181530,3131,Neighborhood Buy More,CA,92376,515,61,West,Los Angeles,3,2015,2209.45,2681.6,11131.74,-0.176070257,0,0,0,0,0,0,0,0,0,0,0,0,0
129080,2758,Buy More Supercenter,NH,3264,181,16,Northeast,Burlington-Plattsburgh,1,2015,3376.11,1706.36,11131.7296,0.978544973,1,0,0,0,0,0,0,0,0,0,0,0,0
130649,5152,Buy More,CA,91307,446,57,West,Los Angeles,3,2015,3484.21,2614.36,11131.3397,0.332720054,0,0,0,0,0,0,0,0,0,0,0,0,0
127816,1513,Buy More Supercenter,FL,34684,111,9,Southeast,Tampa-St. Petersburg,3,2016,12341.72,10036.12,11131.19,0.229730214,0,0,0,0,0,0,0,0,0,0,0,0,0
130444,4859,Member's Buy More,PA,16001,24,Northeast,Northeast,Pittsburgh,2,2018,10445.4899,11984.3498,11130.6167,-0.12840579,0,0,1,0,0,0,0,0,0,0,0,0,0
130714,5233,Buy More Supercenter,UT,84118,403,54,West,Salt Lake City,3,2015,19538.52,9908.84,11129.5898,0.971827177,1,0,0,0,0,0,0,0,0,0,0,0,0
131468,6421,Member's Buy More,TX,77304,61,South Central,Central,Houston,3,2017,7626.6499,8990.5768,11128.55,-0.151706273,0,1,1,0,0,0,0,1,0,0,0,1,0
130014,41,Buy More Supercenter,OK,74006,345,42,Central,Tulsa,2,2017,11852.2898,17328.12,11128.07,-0.316008326,0,2,1,0,0,0,0,0,0,0,1,1,0
128574,2207,Buy More Supercenter,UT,84047,403,54,West,Salt Lake City,3,2016,11834.0701,10143.61,11126.38,0.16665271,0,1,0,0,1,0,0,1,0,0,2,0,0
129259,2950,Buy More Supercenter,CA,93552,448,57,West,Los Angeles,3,2016,5325.2799,9432.35,11125.94,-0.435423845,0,0,0,0,0,0,0,0,0,0,0,0,0
128268,192,Buy More Supercenter,TN,38401,151,12,Southeast,Nashville,2,2015,36223.79,33830.53,11122.2499,0.07074261,0,0,0,0,0,0,0,0,0,0,0,0,0
128932,260,Buy More Supercenter,TX,75165,55,5,Central,Dallas,3,2016,30702.7634,6152.81,11122.24,3.99003925,1,1,0,0,0,0,0,3,0,0,1,0,0
128005,1684,Buy More,PA,15537,237,20,Northeast,Wilkes Barre-Scranton,2,2018,13129.0399,11848.7199,11122.1966,0.108055555,0,4,1,0,0,0,0,1,0,0,5,0,0
130110,4309,Buy More Supercenter,CA,95662,455,56,West,Sacramento,3,2016,4624.3434,8266.89,11122,-0.440618733,0,1,0,0,0,0,0,0,0,0,0,0,0
128873,2544,Buy More Supercenter,IN,46368,238,25,Central,Chicago,3,2018,7512.3797,8704.73,11121.3566,-0.136977287,0,2,2,1,1,2,0,0,0,0,2,2,1
128130,1796,Buy More Supercenter,NH,3031,184,16,Northeast,Boston,3,2017,3860.2799,13884.3799,11121.16,-0.721969585,0,2,0,0,0,0,0,1,0,0,1,0,0
130598,5099,Buy More Supercenter,CO,81505,388,47,West,Denver,3,2016,13350.3901,9610.11,11117.76,0.389202631,0,1,0,0,0,0,0,0,0,0,1,0,0
128930,2599,Buy More Supercenter,TX,78249,86,8,Central,San Antonio,2,2017,9525.4898,2631.9465,11116.88,2.619180633,1,4,0,0,1,0,0,1,0,0,5,0,0
131931,782,Buy More Supercenter,TX,78801,88,8,Central,San Antonio,2,2016,4460.6832,15348.95,11116.24,-0.709381867,0,0,0,0,0,0,0,0,0,0,0,0,0
131362,6309,Member's Buy More,MN,55110,23,Western,Central,Minneapolis-St. Paul,3,2018,8397.7997,11279.9698,11114.8866,-0.255512218,0,0,1,1,0,0,0,0,0,0,0,0,0
131537,6510,Member's Buy More,MN,56001,23,Western,Central,Minneapolis-St. Paul,3,2016,13621.4934,9664.61,11109.91,0.409419873,0,0,0,0,0,0,0,0,0,0,0,0,0
132508,968,Buy More Supercenter,FL,33880,116,11,Southeast,Tampa-St. Petersburg,3,2017,1579.3398,4020.1268,11106.1,-0.607141795,0,0,0,0,0,0,0,0,0,0,0,0,0
131480,6432,Member's Buy More,IA,51106,39,North Central,Central,Sioux City,1,2017,11963.2199,13396.4566,11105.97,-0.106986253,0,0,0,0,0,0,0,0,0,0,0,0,0
128818,2492,Buy More Supercenter,OR,97801,475,60,West,Yakima-Pasco-Richland,1,2016,4065.0968,15008.49,11102.42,-0.72914685,0,1,0,0,1,0,0,0,0,0,0,0,0
588350,6370,Buy More Supercenter,TN,37814,123,12,Southeast,Knoxville,2,2018,11087.2094,8649.3999,11101.6834,0.281847241,0,7,6,0,0,2,0,6,1,0,5,4,0
128597,2233,Buy More Supercenter,MD,21704,280,75,Northeast,"Washington, DC",3,2018,10541.7799,6380.6998,11099.1168,0.652135382,1,5,4,6,0,0,0,10,5,0,5,4,5
128813,2485,Buy More Supercenter,ID,83852,474,60,West,Spokane,2,2016,9074.9833,11070.21,11099.05,-0.180233862,0,1,0,0,0,0,0,1,0,0,1,0,0
129235,2926,Buy More Supercenter,TX,75023,56,5,Central,Dallas,3,2015,4142.89,1929.9,11098.4899,1.146686357,1,0,0,0,0,0,0,0,0,0,0,0,0
128307,1956,Buy More Supercenter,MT,59102,382,60,West,Helena,1,2016,8402.3234,10589.5,11096.23,-0.206542009,0,0,0,0,0,0,0,0,0,0,0,0,0
130892,5435,Buy More Supercenter,CA,95122,451,56,West,San Francisco-Oakland,3,2017,14795.73,17826.6834,11093.65,-0.170023404,0,2,1,0,1,0,0,0,12,0,1,0,0
128416,2059,Buy More Supercenter,PA,15601,231,20,Northeast,Pittsburgh,2,2016,8317.1732,10406.22,11093.34,-0.200749821,0,0,0,0,0,0,0,0,0,0,0,0,0
130078,4256,Buy More Supercenter,IA,50010,414,51,Central,Cedar Rapids,3,2017,7469.8099,16076.8334,11092.63,-0.535368084,0,0,1,0,0,1,0,0,0,0,0,0,0
129058,2733,Buy More Supercenter,GA,31069,32,3,Southeast,Macon,1,2018,8095.3196,8528.85,11092.3767,-0.05083105,0,2,2,0,0,1,0,6,1,0,2,1,0
127532,1256,Buy More Supercenter,IL,60435,266,25,Central,Chicago,3,2018,7526.6496,7262.6699,11090.4166,0.036347473,0,2,2,0,0,2,1,0,1,0,1,2,0
128108,1776,Buy More Supercenter,WI,53094,442,53,Central,Milwaukee,3,2015,11409.6,15579.45,11090.37,-0.267650655,0,0,0,0,0,0,0,0,0,0,0,0,0
130238,4529,Buy More Supercenter,IL,60451,266,25,Central,Chicago,3,2018,12135.0498,6267.03,11088.8602,0.936331851,1,3,2,0,0,2,1,1,1,0,2,2,0
588351,525,Neighborhood Buy More,FL,32746,549,72,Southeast,Orlando,2,2017,3545.6798,2575.5267,11087.2094,0.376681438,0,9,0,0,1,0,0,4,0,0,8,0,0
129696,3522,Buy More Supercenter,CA,91706,484,57,West,Los Angeles,3,2016,5063.5734,4165.63,11086.78,0.215560047,0,0,0,0,0,0,0,0,0,0,0,0,0
128600,2237,Buy More Supercenter,FL,33971,118,11,Southeast,Tampa-St. Petersburg,3,2015,5447.66,1735.16,11084.3094,2.139572143,1,0,0,0,0,0,0,0,0,0,0,0,0
129819,368,Buy More Supercenter,KS,67357,410,40,Central,Joplin-Pittsburg,1,2017,5861.0099,4642.8466,11083.76,0.26237423,0,2,0,0,3,0,0,0,0,0,0,0,0
127833,1528,Buy More Supercenter,IA,52402,415,51,Central,Cedar Rapids,3,2018,7574.2399,7142.9999,11083.7099,0.060372393,0,0,0,0,0,0,0,0,0,0,0,0,0
127832,1527,Buy More Supercenter,NC,27909,301,27,Northeast,Norfolk-Portsmouth,2,2018,6109.7598,11174.4298,11080.6467,-0.453237444,0,0,0,1,0,0,1,0,0,0,0,0,1
127439,1170,Buy More Supercenter,KY,40272,256,41,Southeast,Louisville,2,2016,3306.99,10991.21,11080.62,-0.699124118,0,0,0,0,0,0,0,0,0,0,0,0,0
132151,8242,Member's Buy More,TX,75238,27,South Central,Central,Dallas,3,2016,15845.24,11704.32,11080.08,0.353794155,0,2,0,0,0,0,0,1,0,0,1,0,0
132197,8285,Member's Buy More,IL,62269,3,North Central,Central,St. Louis,3,2017,5268.4798,7181.8599,11078.86,-0.266418466,0,1,4,0,0,0,0,0,0,0,1,1,0
129851,3722,Buy More Supercenter,OH,44240,215,20,Northeast,Akron,2,2015,7228.99,10129.86,11076.9495,-0.286368222,0,0,0,0,0,0,0,0,0,0,0,0,0
129938,3838,Buy More Supercenter,PA,15084,227,20,Northeast,Pittsburgh,2,2017,3619.44,25268.7467,11072.39,-0.856762188,0,2,1,0,1,0,0,0,0,0,1,2,0
131585,6604,Member's Buy More,AZ,86001,37,Western,West,Phoenix,3,2016,8667.99,5695.63,11071.34,0.521866765,1,0,0,0,0,0,0,0,0,0,0,0,0
128813,2485,Buy More Supercenter,ID,83852,474,60,West,Spokane,2,2017,5172.1298,9074.9833,11070.21,-0.430067293,0,0,1,0,1,0,0,0,1,0,0,1,0
127665,1377,Buy More Supercenter,IL,60050,270,25,Central,Chicago,3,2015,16296.57,13798.34,11067.3499,0.181052938,0,0,0,0,0,0,0,0,0,0,0,0,0
128446,2086,Buy More Supercenter,TX,75093,56,5,Central,Dallas,3,2015,5629.02,2473.88,11066.5495,1.275381183,1,0,0,0,0,0,0,0,0,0,0,0,0
128392,2036,Buy More Supercenter,WV,25309,317,41,Northeast,Charleston-Huntington,2,2018,11554.13,10122.92,11065.85,0.141383119,0,1,4,1,0,2,0,3,3,1,1,3,1
129521,3310,Buy More Supercenter,FL,32738,94,9,Southeast,Orlando,2,2015,29748.1,8094.61,11064.9598,2.675050435,1,0,0,0,0,0,0,0,0,0,0,0,0
132430,924,Buy More Supercenter,CO,80751,378,47,West,Denver,3,2018,9444.3599,6046.75,11063.7433,0.561890255,1,0,1,1,0,1,1,0,0,0,0,1,0
129042,2718,Buy More,TX,77096,64,6,Central,Houston,3,2016,3372.9598,4486.12,11062.05,-0.24813429,0,0,0,0,0,0,0,0,0,0,0,0,0
129595,3403,Buy More Supercenter,GA,30157,26,2,Southeast,Atlanta,3,2016,11905.9034,13977.08,11060.95,-0.148183784,0,1,0,0,0,0,0,0,0,0,0,0,0
588381,4101,Buy More Supercenter,CA,90805,465,57,West,Los Angeles,3,2018,2342.5296,2843.7299,11058.15,-0.176247505,0,0,1,0,0,1,0,0,0,0,0,1,0
129861,3738,Buy More Supercenter,PA,15065,227,20,Northeast,Pittsburgh,2,2018,8825.61,6325.4998,11058.0599,0.395243108,0,0,1,1,0,1,0,0,1,0,0,2,1
132137,8225,Member's Buy More,GA,31204,2,Southeast,Southeast,Macon,1,2015,5303.86,6730.6,11056.9898,-0.21197813,0,0,0,0,0,0,0,0,0,0,0,0,0
128099,1768,Buy More Supercenter,UT,84058,582,54,West,Salt Lake City,3,2018,14579.5399,18121.23,11055.7734,-0.195444244,0,0,1,0,0,1,0,0,1,0,0,0,0
127746,1450,Buy More Supercenter,WV,25271,316,41,Northeast,Charleston-Huntington,2,2016,9311.1832,8620.93,11055.54,0.080067139,0,1,0,0,0,0,0,1,0,0,1,0,0
131619,6636,Member's Buy More,CT,6111,20,Northeast,Northeast,Hartford-New Haven,2,2016,8717.6967,7855.09,11054.06,0.109814999,0,2,0,0,0,0,0,0,0,0,1,0,0
129122,2809,Buy More Supercenter,WV,26201,320,41,Northeast,Charleston-Huntington,2,2016,10030.4566,10220.94,11053.96,-0.018636583,0,3,0,0,1,0,0,6,0,0,2,0,0
127352,1090,Buy More Supercenter,FL,32210,101,3,Southeast,Jacksonville-Brunswick,2,2017,2783.94,3935.4001,11051.16,-0.292590352,0,2,0,0,0,0,0,0,0,0,1,0,0
132500,964,Buy More Supercenter,TX,79907,505,46,Central,El Paso,1,2016,27588.9535,25739.57,11049.52,0.071849821,0,0,0,0,0,0,0,0,0,0,0,0,0
131069,5793,Buy More Supercenter,PR,780,800,29,Southeast,San Juan,3,2016,9769.8766,8074.91,11049.12,0.209905324,0,0,0,0,0,0,0,0,0,0,0,0,0
129777,3620,Buy More Supercenter,UT,84065,401,54,West,Salt Lake City,3,2018,15319.2497,15291.93,11048.5965,0.001786544,0,0,0,0,0,1,0,0,0,1,0,0,0
127925,1612,Buy More Supercenter,AZ,85746,366,46,West,Tucson,2,2018,15962.4696,10341.4998,11047.5199,0.543535262,1,0,1,0,0,1,0,0,0,0,0,1,0
127755,1459,Buy More Supercenter,IN,46227,249,43,Central,Indianapolis,3,2015,12609.59,3742.41,11047.4496,2.369376952,1,0,0,0,0,0,0,0,0,0,0,0,0
130716,5235,Buy More Supercenter,UT,84094,403,54,West,Salt Lake City,3,2016,8587.24,10952.63,11043.28,-0.21596548,0,0,0,0,0,0,0,0,0,0,0,0,0
127819,1516,Buy More Supercenter,TX,79007,70,44,Central,Amarillo,1,2018,5373.6194,6204.26,11040.8468,-0.1338823,0,1,0,0,0,0,0,0,0,0,0,0,0
129039,2715,Buy More Supercenter,MS,39540,143,13,Southeast,New Orleans,2,2017,10317.3299,4307.4934,11040.72,1.39520504,1,1,0,0,0,0,0,0,0,0,0,0,0
127256,1004,Buy More Supercenter,FL,34210,115,11,Southeast,Tampa-St. Petersburg,3,2015,16083.29,18455.8,11038.6497,-0.128550916,0,0,0,0,0,0,0,0,0,0,0,0,0
127303,1046,Buy More,TX,78834,88,8,Central,San Antonio,2,2016,4008.6468,10534.45,11037.86,-0.619472607,0,0,0,0,0,0,0,0,0,0,0,0,0
131302,6202,Member's Buy More,TX,75904,91,South Central,Central,Tyler-Longview,1,2015,7526.34,9958.92,11037.8597,-0.244261426,0,0,0,0,0,0,0,0,0,0,0,0,0
129294,2988,Buy More Supercenter,GA,30728,120,2,Southeast,Chattanooga,1,2016,7606.2134,6573.27,11037.57,0.157143005,0,1,0,0,0,0,0,0,0,0,0,0,0
131073,58,Buy More Supercenter,AR,72802,325,42,Central,Little Rock-Springdale,3,2018,13672.58,18398.1798,11034.5867,-0.256851485,0,0,1,0,0,1,0,0,1,0,0,1,0
130238,4529,Buy More Supercenter,IL,60451,266,25,Central,Chicago,3,2015,13262.77,14228.03,11031.7397,-0.06784214,0,0,0,0,0,0,0,0,0,0,0,0,0
128761,2419,Buy More,DE,19971,285,75,Northeast,Baltimore,3,2015,12964.74,14792.71,11031.0697,-0.123572354,0,0,0,0,0,0,0,0,0,0,0,0,0
130240,4531,Buy More Supercenter,IL,60446,265,25,Central,Chicago,3,2018,6484.1294,9234.2398,11028.31,-0.297816654,0,1,1,0,0,2,1,0,0,0,1,1,0
127273,1019,Buy More Supercenter,CO,81212,389,47,West,Denver,3,2018,9356.9396,10176.26,11027.6132,-0.080512919,0,0,3,0,0,2,0,0,1,0,0,3,0
131408,6352,Member's Buy More,NH,3051,20,Northeast,Northeast,Boston,3,2016,11842.1198,11913.22,11027.56,-0.005968177,0,0,0,0,0,0,0,0,0,0,0,0,0
129476,3269,Buy More Supercenter,ME,4257,180,16,Northeast,Portland-Auburn,1,2017,4401.2799,7666.7101,11027.39,-0.425923265,0,2,1,0,1,0,0,0,0,0,2,0,0
130345,4724,Member's Buy More,AL,35244,2,Southeast,Southeast,Birmingham,3,2016,8157.0498,8200.96,11027.18,-0.005354276,0,0,0,0,0,0,0,0,0,0,0,0,0
130804,5335,Buy More Supercenter,CA,92227,463,57,West,San Diego,3,2015,9930.5,14498.06,11019.64,-0.315046289,0,0,0,0,0,0,0,0,0,0,0,0,0
131075,5802,Buy More Supercenter,PR,729,801,29,Southeast,San Juan,3,2017,1368.4598,16244.58,11016.56,-0.915758992,0,0,0,0,0,0,0,0,0,0,0,0,0
127889,158,Buy More Supercenter,TX,75418,47,44,Central,Dallas,3,2017,3329.7099,8202.7602,11015.76,-0.594074456,0,0,0,0,0,0,0,0,0,0,0,0,0
128326,1973,Buy More Supercenter,NY,14750,194,18,Northeast,Buffalo,2,2015,5534.26,6973.24,11015.2198,-0.206357446,0,0,0,0,0,0,0,0,0,0,0,0,0
131154,5954,Buy More Supercenter,CA,91791,484,57,West,Los Angeles,3,2017,2852.91,7664.5932,11013.34,-0.627780637,0,0,1,0,1,1,0,0,0,0,0,1,0
129764,3602,Buy More Supercenter,IL,62703,275,25,Central,Champaign-Springfield,1,2018,8844.65,5048.43,11010.49,0.75196051,1,6,2,2,0,0,3,11,0,1,6,3,2
127934,1620,Buy More Supercenter,AL,36426,14,3,Southeast,Pensacola,2,2018,6722.4894,11051.56,11009.1866,-0.391715794,0,3,3,3,0,0,1,0,0,3,0,4,3
128212,1871,Buy More Supercenter,NY,13601,187,18,Northeast,Watertown,1,2017,32635.4999,22420.7866,11008.72,0.45559121,0,1,6,0,0,0,0,4,0,0,1,1,0
128427,2068,Buy More Supercenter,PA,19055,170,22,Northeast,Philadelphia,3,2016,33166.5332,36986.87,11007.43,-0.103289,0,0,0,0,0,0,0,0,0,0,0,0,0
130864,5404,Buy More Supercenter,IL,60430,238,25,Central,Chicago,3,2016,8162.0901,18203.09,11006.46,-0.551609639,0,1,0,0,1,0,0,3,0,0,1,0,0
131839,712,Buy More Supercenter,AL,35768,3,14,Southeast,Birmingham,3,2018,12248.1995,8655.1398,11006.3166,0.415135952,0,1,1,0,0,0,0,0,0,0,1,0,0
128981,265,Buy More Supercenter,TX,75160,55,5,Central,Dallas,3,2016,4678.9832,4512.28,11004.44,0.036944339,0,0,0,0,0,0,0,0,0,0,0,0,0
130770,530,Buy More Supercenter,AR,71730,327,42,Central,Little Rock-Springdale,3,2018,8368.49,6823.12,11004.17,0.226490227,0,0,1,1,0,0,0,0,0,0,0,0,1
127800,15,Buy More Supercenter,MO,65775,333,40,Central,"Springfield, MO",2,2015,8796.55,9476.96,11001.2396,-0.07179623,0,0,0,0,0,0,0,0,0,0,0,0,0
131883,754,Buy More Supercenter,GA,30458,30,2,Southeast,Savannah,2,2017,10502.5299,14607.6233,11000.03,-0.281024046,0,0,0,0,0,0,0,0,0,0,0,0,0
130393,4785,Member's Buy More,FL,32771,7,Southeast,Southeast,Orlando,2,2016,8836.5633,7695.39,10998.48,0.148293108,0,2,0,0,0,0,0,10,0,0,3,0,0
132136,8224,Member's Buy More,TX,76308,97,South Central,Central,Wichita Falls,1,2017,4508.33,5030.4534,10998.11,-0.103792513,0,1,1,0,0,0,0,0,0,0,0,0,0
130130,4340,Buy More Supercenter,CA,92345,445,57,West,Los Angeles,3,2018,8000.9299,9816.5698,10996.6467,-0.184956654,0,1,0,1,0,1,0,2,0,0,1,0,1
128352,1997,Buy More Supercenter,NY,12110,188,18,Northeast,Albany-Schenectady-Troy,2,2017,19947.11,18989.2102,10996.57,0.050444426,0,0,4,0,0,3,0,0,6,0,0,1,0
131382,6328,Member's Buy More,IL,60804,17,North Central,Central,Chicago,3,2016,6273.02,10091.04,10995.8,-0.378357434,0,0,0,0,1,0,0,0,0,0,0,0,0
129711,3538,Buy More Supercenter,FL,32940,92,9,Southeast,Orlando,2,2015,14466.17,15822.04,10994.1096,-0.085695018,0,0,0,0,0,0,0,0,0,0,0,0,0
127469,1198,Buy More Supercenter,TX,78232,506,8,Central,San Antonio,2,2015,7199.26,6914.78,10991.8199,0.041140861,0,0,0,0,0,0,0,0,0,0,0,0,0
129982,3893,Buy More Supercenter,IL,60099,269,25,Central,Chicago,3,2016,9540.8467,14698.65,10991.34,-0.350903199,0,2,0,0,1,0,0,0,0,0,2,0,0
127439,1170,Buy More Supercenter,KY,40272,256,41,Southeast,Louisville,2,2017,2638.5098,3306.99,10991.21,-0.202141585,0,0,0,0,0,0,0,0,0,0,0,0,0
131409,6353,Member's Buy More,SC,29577,11,Southeast,Southeast,Florence-Myrtle Beach,1,2016,8130.8232,14377.29,10991.14,-0.434467608,0,2,0,0,0,0,0,0,0,0,1,0,0
129805,3659,Buy More Supercenter,TN,37405,119,12,Southeast,Chattanooga,1,2017,7032.7798,7565.9566,10990.96,-0.070470507,0,4,0,0,0,0,0,0,0,0,0,0,0
130209,4476,Buy More Supercenter,VA,23832,290,27,Northeast,Richmond-Petersburg,2,2017,3723.7498,13310.8133,10990.24,-0.72024626,0,1,1,0,0,1,0,0,0,0,1,2,0
132372,905,Buy More Supercenter,CO,80504,379,47,West,Denver,3,2017,12605.63,10484.6399,10987.06,0.202294988,0,0,1,0,1,1,0,0,1,0,0,1,0
128735,238,Buy More Supercenter,TN,38478,147,12,Southeast,Nashville,2,2015,8268.19,10264.95,10986.5294,-0.194522136,0,0,0,0,0,0,0,0,0,0,0,0,0
128391,2035,Buy More Supercenter,OH,45331,223,21,Northeast,Dayton,2,2017,4524.3399,4044.9901,10986.37,0.118504567,0,0,1,0,0,1,0,0,0,0,0,1,0
128037,1712,Buy More Supercenter,FL,33770,111,9,Southeast,Tampa-St. Petersburg,3,2015,7786.48,11604.68,10984.3499,-0.329022429,0,0,0,0,0,0,0,0,0,0,0,0,0
129186,2878,Neighborhood Buy More,OK,73139,533,64,Central,Oklahoma City,2,2017,3644.9399,7364.9733,10982.88,-0.505098016,0,0,0,0,0,0,0,0,0,0,0,0,0
128676,2311,Buy More Supercenter,IN,46750,248,19,Central,Indianapolis,3,2016,10455.0034,6718.7,10980.8,0.55610511,1,0,0,0,0,0,0,0,0,0,0,0,0
130126,4336,Buy More Supercenter,AZ,85335,368,46,West,Phoenix,3,2015,10571.85,24310.08,10979.9998,-0.565124837,0,0,0,0,0,0,0,0,0,0,0,0,0
130421,4819,Member's Buy More,CA,93313,55,Western,West,Bakersfield,1,2017,20365.84,18484.4934,10979.03,0.101779722,0,19,16,0,0,3,0,99,14,0,13,0,0
128302,1951,Buy More Supercenter,OR,97914,399,47,West,Boise,1,2016,7932.5032,12654.52,10977.96,-0.37314863,0,0,0,0,0,0,0,0,0,0,0,0,0
674483,5829,Neighborhood Buy More,VA,24540,509,59,Northeast,Lynchburg,1,2017,5279.1,3285.09,10977.3794,0.606987936,1,2,1,0,0,0,0,0,0,0,0,1,0
131495,6447,Member's Buy More,TN,37209,28,Southeast,Southeast,Nashville,2,2015,3758.82,5738.5,10976.9699,-0.344982138,0,0,0,0,0,0,0,0,0,0,0,0,0
132166,8257,Member's Buy More,TN,37075,28,Southeast,Southeast,Nashville,2,2016,5746.3967,7197.82,10974.28,-0.201647624,0,0,0,0,2,0,0,0,0,0,0,0,0
127477,1204,Buy More Supercenter,LA,70605,66,13,Southeast,Lake Charles,1,2016,1835.1134,4340.95,10973.64,-0.577255347,0,0,0,0,0,0,0,0,0,0,0,0,0
128691,2326,Buy More,NY,14843,194,18,Northeast,Elmira,1,2018,10436.85,11197.36,10972.6132,-0.067918688,0,1,0,0,0,1,0,0,0,0,0,0,0
130715,5234,Buy More Supercenter,UT,84015,401,54,West,Salt Lake City,3,2015,15608.94,11526.82,10968.9497,0.354141038,0,0,0,0,0,0,0,0,0,0,0,0,0
181682,5701,Buy More Supercenter,CA,93630,449,56,West,Fresno-Visalia,2,2016,6460.5133,9740.21,10967.02,-0.336717247,0,1,0,0,0,0,0,0,0,0,0,0,0
131167,598,Buy More Supercenter,NE,68847,429,51,West,Omaha,2,2017,13073.6999,19602.8368,10967,-0.333071023,0,0,0,0,0,0,0,0,0,0,0,0,0
128123,179,Buy More Supercenter,MO,65807,357,40,Central,"Springfield, MO",2,2016,4314.7668,7377.88,10966.02,-0.415175254,0,0,0,0,0,0,0,0,0,0,0,0,0
127904,1594,Buy More Supercenter,OH,43056,219,21,Northeast,"Columbus, OH",2,2016,7059.2535,8518.24,10965.46,-0.171277928,0,1,0,0,1,0,0,2,0,0,1,0,0
129622,3439,Buy More Supercenter,FL,32566,15,3,Southeast,Pensacola,2,2017,5523.0599,12199.4334,10964.34,-0.547269146,0,4,2,0,0,5,0,1,5,0,4,4,0
579720,7246,Buy More Supercenter,GA,31014,32,3,Southeast,Macon,1,2017,4140.3999,10828.4532,10963.91,-0.617636995,0,1,1,0,0,0,0,0,0,0,0,1,0
128618,2253,Buy More Supercenter,CA,92021,458,57,West,San Diego,3,2018,20819.2595,16470.3499,10960.31,0.264044761,0,2,0,0,0,1,0,0,0,0,2,0,0
131154,5954,Buy More Supercenter,CA,91791,484,57,West,Los Angeles,3,2015,11013.34,10615.9,10956.2299,0.037438182,0,0,0,0,0,0,0,0,0,0,0,0,0
128497,2131,Buy More Supercenter,KS,66611,411,40,Central,Topeka,1,2018,5149.4398,3482.82,10955.2433,0.478525965,0,2,1,0,0,2,0,0,0,2,0,1,0
128543,2176,Buy More Supercenter,FL,33458,107,11,Southeast,Gainesville-West Palm Beach,3,2015,2483.71,4225.32,10954.6997,-0.412184166,0,0,0,0,0,0,0,0,0,0,0,0,0
130115,4321,Buy More Supercenter,KS,67204,409,47,Central,Wichita-Hutchinson Plus,2,2017,3732.9099,4259.8233,10952.83,-0.123693722,0,2,1,0,0,1,0,0,0,0,0,0,0
130716,5235,Buy More Supercenter,UT,84094,403,54,West,Salt Lake City,3,2017,7610.5299,8587.24,10952.63,-0.1137397,0,0,0,0,1,0,0,0,0,0,0,0,0
130394,4786,Member's Buy More,UT,84341,98,Western,West,Salt Lake City,3,2016,10360.8833,9147.3,10950.13,0.132671204,0,0,0,0,0,0,0,0,0,0,0,0,0
130015,410,Buy More Supercenter,KY,42071,253,41,Central,St. Louis,3,2015,17154.95,3741.76,10947.1096,3.584727508,1,0,0,0,0,0,0,0,0,0,0,0,0
132453,934,Buy More Supercenter,AL,36526,1,3,Southeast,Mobile,1,2016,9881.3333,10328.16,10943.86,-0.043262953,0,0,0,0,0,0,0,0,0,0,0,0,0
130163,440,Buy More Supercenter,TX,78382,78,8,Central,Corpus Christi,2,2016,7984.1699,10471.56,10942.28,-0.237537683,0,6,0,0,2,0,0,0,0,0,0,0,0
131896,764,Buy More Supercenter,AL,35022,13,14,Southeast,Birmingham,3,2018,11698.5899,17997.04,10942.2168,-0.349971445,0,0,1,0,0,0,0,0,1,0,0,1,0
127288,1032,Buy More Supercenter,FL,32444,15,3,Southeast,Pensacola,2,2017,8048.6098,8128.7635,10941.86,-0.009860503,0,3,3,0,3,0,0,2,1,0,3,3,0
129601,341,Buy More Supercenter,KS,66508,407,51,Central,Topeka,1,2016,9608.5466,10240.24,10941.66,-0.061687363,0,0,0,0,0,0,0,0,0,0,0,0,0
